100,819.00
200,819.00
300,836.00
400,836.00
500,836.00
600,837.00
700,822.00
800,833.00
900,881.00
1000,910.00
1100,920.00
1200,954.00
1300,992.00
1400,1027.00
1500,1061.00
1600,1103.00
1700,1155.00
1800,1206.00
1900,1269.00
2000,1338.00
2100,1407.00
2200,1483.00
2300,1556.00
2400,1636.00
2500,1719.00
2600,1729.00
2700,1729.00
2800,1732.00
2900,1733.00
3000,1733.00
3100,1733.00
3200,1733.00
3300,1732.00
3400,1729.00
3500,1729.00
3600,1729.00
3700,1729.00
3800,1729.00
3900,1729.00
4000,1729.00
4100,1729.00
4200,1729.00
4300,1729.00
4400,1729.00
4500,1733.00
4600,1732.00
4700,1733.00
4800,1729.00
4900,1729.00
5000,1729.00
