100,837.00
200,837.00
300,837.00
400,837.00
500,838.00
600,837.00
700,837.00
800,837.00
900,837.00
1000,837.00
1100,837.00
1200,838.00
1300,837.00
1400,837.00
1500,837.00
1600,838.00
1700,837.00
1800,837.00
1900,837.00
2000,837.00
2100,837.00
2200,838.00
2300,837.00
2400,837.00
2500,837.00
2600,837.00
2700,837.00
2800,837.00
2900,838.00
3000,837.00
3100,838.00
3200,837.00
3300,837.00
3400,838.00
3500,837.00
3600,837.00
3700,837.00
3800,837.00
3900,837.00
4000,837.00
4100,844.00
4200,868.00
4300,900.00
4400,941.00
4500,993.00
4600,1021.00
4700,1080.00
4800,1145.00
4900,1222.00
5000,1304.00
5100,1395.00
5200,1485.00
5300,1599.00
5400,1696.00
5500,1786.00
5600,1786.00
5700,1786.00
5800,1786.00
5900,1811.00
6000,1786.00
6100,1786.00
6200,1786.00
6300,1786.00
6400,1811.00
6500,1810.00
6600,1786.00
6700,1786.00
6800,1786.00
6900,1786.00
7000,1786.00
7100,1786.00
7200,1786.00
7300,1786.00
7400,1786.00
7500,1786.00
7600,1786.00
7700,1786.00
7800,1786.00
7900,1786.00
8000,1786.00
8100,1786.00
8200,1786.00
8300,1786.00
8400,1786.00
8500,1786.00
8600,1786.00
8700,1786.00
8800,1786.00
8900,1786.00
9000,1786.00
9100,1783.00
9200,1786.00
9300,1786.00
9400,1786.00
9500,1786.00
9600,1786.00
9700,1786.00
9800,1786.00
9900,1786.00
10000,1786.00
