100,837.00
200,837.00
300,837.00
400,837.00
500,837.00
600,838.00
700,837.00
800,838.00
900,841.00
1000,841.00
1100,837.00
1200,841.00
1300,841.00
1400,841.00
1500,844.00
1600,844.00
1700,910.00
1800,941.00
1900,1032.00
2000,1087.00
2100,1176.00
2200,1277.00
2300,1387.00
2400,1502.00
2500,1623.00
2600,1723.00
2700,1723.00
2800,1724.00
2900,1724.00
3000,1724.00
3100,1724.00
3200,1724.00
3300,1748.00
3400,1724.00
3500,1724.00
3600,1723.00
3700,1723.00
3800,1748.00
3900,1744.00
4000,1744.00
4100,1745.00
4200,1745.00
4300,1745.00
4400,1748.00
4500,1744.00
4600,1745.00
4700,1724.00
4800,1724.00
4900,1724.00
5000,1724.00
5100,1724.00
5200,1724.00
5300,1724.00
5400,1724.00
5500,1723.00
5600,1724.00
5700,1724.00
5800,1724.00
5900,1724.00
6000,1724.00
6100,1724.00
6200,1724.00
6300,1724.00
6400,1724.00
6500,1724.00
6600,1748.00
6700,1744.00
6800,1744.00
6900,1723.00
7000,1745.00
7100,1744.00
7200,1744.00
7300,1745.00
7400,1745.00
7500,1745.00
7600,1748.00
7700,1748.00
7800,1745.00
7900,1745.00
8000,1745.00
8100,1745.00
8200,1748.00
8300,1723.00
8400,1724.00
8500,1724.00
8600,1724.00
8700,1723.00
8800,1745.00
8900,1745.00
9000,1744.00
9100,1745.00
9200,1745.00
9300,1745.00
9400,1748.00
9500,1724.00
9600,1724.00
9700,1724.00
9800,1748.00
9900,1724.00
10000,1748.00
