100,837.00
200,836.00
300,837.00
400,837.00
500,836.00
600,818.00
700,819.00
800,818.00
900,819.00
1000,819.00
1100,837.00
1200,850.00
1300,850.00
1400,878.00
1500,909.00
1600,940.00
1700,978.00
1800,1034.00
1900,1047.00
2000,1086.00
2100,1134.00
2200,1190.00
2300,1251.00
2400,1321.00
2500,1393.00
2600,1466.00
2700,1542.00
2800,1625.00
2900,1715.00
3000,1729.00
3100,1729.00
3200,1729.00
3300,1729.00
3400,1729.00
3500,1729.00
3600,1730.00
3700,1729.00
3800,1729.00
3900,1729.00
4000,1729.00
4100,1730.00
4200,1729.00
4300,1729.00
4400,1729.00
4500,1729.00
4600,1729.00
4700,1729.00
4800,1730.00
4900,1729.00
5000,1729.00
