100, 819.00
200, 819.00
300, 819.00
400,819.00
500,819.00
600,819.00
700,837.00
800,833.00
900,831.00
1000,907.00
1100,1048.00
1200,1242.00
1300,1498.00
1400,1737.00
1500,1873.00
1600,1855.00
1700,1837.00
1800,1837.00
1900,1838.00
2000,1856.00
2100,1855.00
2200,1856.00
2300,1855.00
2400,1855.00
2500,1855.00
2600,1856.00
2700,1855.00
2800,1855.00
2900,1855.00
3000,1880.00
3100,1834.00
3200,1834.00
3300,1834.00
