100,837.00
200,837.00
300,837.00
400,837.00
500,837.00
600,837.00
700,837.00
800,837.00
900,837.00
1000,837.00
1100,837.00
1200,838.00
1300,838.00
1400,837.00
1500,838.00
1600,858.00
1700,897.00
1800,924.00
1900,989.00
2000,1063.00
2100,1149.00
2200,1246.00
2300,1357.00
2400,1471.00
2500,1592.00
2600,1724.00
2700,1727.00
2800,1727.00
2900,1727.00
3000,1727.00
3100,1727.00
3200,1727.00
3300,1724.00
3400,1727.00
3500,1727.00
3600,1727.00
3700,1727.00
3800,1727.00
3900,1727.00
4000,1727.00
4100,1724.00
4200,1724.00
4300,1724.00
4400,1724.00
4500,1724.00
4600,1724.00
4700,1724.00
4800,1723.00
4900,1727.00
5000,1727.00
5100,1727.00
5200,1727.00
5300,1727.00
5400,1727.00
5500,1727.00
5600,1727.00
5700,1727.00
5800,1727.00
5900,1727.00
6000,1727.00
6100,1724.00
6200,1723.00
6300,1724.00
6400,1727.00
6500,1727.00
6600,1727.00
6700,1727.00
6800,1727.00
6900,1727.00
7000,1727.00
7100,1727.00
7200,1727.00
7300,1727.00
7400,1727.00
7500,1727.00
7600,1727.00
7700,1727.00
7800,1727.00
7900,1727.00
8000,1727.00
8100,1727.00
8200,1724.00
8300,1727.00
8400,1727.00
8500,1727.00
8600,1727.00
8700,1727.00
8800,1727.00
8900,1727.00
9000,1727.00
9100,1728.00
9200,1727.00
9300,1728.00
9400,1727.00
9500,1727.00
9600,1727.00
9700,1727.00
9800,1727.00
9900,1727.00
10000,1727.00
10100,1727.00
10200,1727.00
10300,1727.00
10400,1727.00
10500,1727.00
